id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
126311,8300,Formula One 2002,NULL,2002-11-01 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
126415,70964,Playhouse Disney's Stanley: Wild for Sharks!,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126607,27483,Dora the Explorer: Backpack Adventure,NULL,2002-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126663,24078,Pryzm Chapter One: The Dark Unicorn,NULL,2002-06-10 00:00:00.000,1,NULL,67.0000,1,NULL,NULL
126780,49277,Darius R,"Darius, Year 201. Invasion!

The vicious Belsar have attacked the peaceful Darius system, which now faces absolute devastation at their abominable hands! Darius' defense fighters proved no match for the overwhelming firepower of the alien forces, which wiped out their entire fleet in one fell swoop!

With nothing left to protect them, the people could only sit and wait for the icy embrace of death as the satellite bombardments continued unopposed. The scent of despair hung thickly in the air, all hope of survival having been quashed.

But then, from out of the darkness of the mourning clouds came a single bright light in the sky.

""Silverhawk.........""

Like a phoenix brought forth from the embers of a burning world, the bird shaped visage became a beacon of the planet's last fight for survival! Perhaps the end is not as nigh as it first appeared.",2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127001,68248,Zoombinis: Island Odyssey,NULL,2002-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127037,6393,Duke Nukem Advance,NULL,2002-08-12 00:00:00.000,NULL,NULL,80.0000,2,NULL,NULL
127101,8268,Moto GP: Ultimate racing technology,NULL,2002-12-31 00:00:00.000,1,NULL,90.0000,1,NULL,NULL
127118,51236,Bikini Karate Babes,NULL,2002-09-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127465,144652,Zidane: Football Generation,NULL,2002-06-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127612,141352,Domino Day,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127616,4190,Superman: Shadow of Apokolips,NULL,2002-09-25 00:00:00.000,2,NULL,NULL,NULL,65.8820,9
127840,176087,The Legend of Zelda: Ocarina of Time + The Legend of Zelda: Ocarina of Time - Master Quest - Two-game Bonus Disc!,NULL,2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128264,46085,Creatures: Raised in Space,NULL,2002-06-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128443,1448,Suikoden III,NULL,2002-07-11 00:00:00.000,10,1,85.0000,2,80.0087,14
128615,43859,Firebugs,NULL,2002-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129031,46036,Air Ranger Rescue Helicopter,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129083,56385,Inaka Kurashi: Nan no Shima no Monogatari,"After a hard period of schooling and exams, Tomoko's mother decides to send her off to an island in Okinawa for 2 weeks in March to stay with her grandparents. At first, she seems reluctant to this idea, but it is here where she will discover a whole new way to relax as she meets new people, take in the beautiful sights, and enjoy some fun activities.",2002-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129127,78230,Dragon Ball Z: Collectible Card Game,NULL,2002-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129189,68154,Soldiers of Anarchy,NULL,2002-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129402,57858,Animal Snap: Rescue Them 2 By 2,NULL,2002-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129491,8007,Powerpuff Girls: Gamesville,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129782,4096,The Scorpion King: Rise of the Akkadian,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,51.0000,1
130199,6183,Superman: The Man of Steel,"The story flows out of events outlined in Superman: Y2K, in which futuristic villain Brainiac 13 injected Metropolis with a technological virus. Superman was able to prevent it from spreading, but as a result of it, the city was upgraded into a true ""City of Tomorrow"". Huge high-tech buildings soar into the sky while hover cars and the Rail Whale bullet train travel throughout the city. 
 
As the game begins, Brainiac 13 has decided to return to Metropolis and harvest the technology that is residing in the city. This results in massive chaos and danger that Superman must stop.",2002-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130749,27628,The Stuart Little 2,NULL,2002-07-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130845,53609,Sid Meier's Civilization III: Game of the Year Edition,NULL,2002-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130878,62007,Mummy Maze Deluxe,NULL,2002-06-21 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
131407,166322,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131595,22227,Hearts of Iron,NULL,2002-12-29 00:00:00.000,1,NULL,60.0000,1,NULL,NULL
131811,3916,Fire Blade,NULL,2002-06-18 00:00:00.000,NULL,NULL,NULL,NULL,32.0000,1
132003,165372,Baby Einstein: Baby Newton Fun With Shapes,NULL,2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132042,22758,Rhem,"The player enters the city of RHEM on a railway car. The car goes into a dead-end station with a rotatable track. The player is unable to leave because the track is not yet rotated. While the player is on his way to the switch to rotate the station track, a previous prisoner of RHEM beats the player to the switch he was after and leaves in the player's railway car. The player must then wander the city of Rhem in search of a second railway station.

Each of the quarters of the letter is located in a different area not shown on the map provided in the game's package.",2002-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
132088,94363,Progress Quest,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132594,6622,Super Monkey Ball Jr.,NULL,2002-11-19 00:00:00.000,1,NULL,90.0000,1,60.0234,8
132744,44734,Kaettekita Cyborg Kuro Chan,NULL,2002-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133029,9817,Dark Fall,"The Story - many decades ago:

The old, abandoned train station at Dowerton hides a history of disappearances, mystery and hauntings. The nearby Station Hotel was once a busy, bustling place for weary travellers to rest and relax...but something went wrong...on the night of April 29th, 1947, the guests and staff vanished without trace, never to be seen again.

The Story - present:

You come back from work hoping to get a good night's sleep but then you notice light blinking on your answering machine. It was your brother – an architect redeveloping an old train station and hotel. He called to ask for your help. Alarmed by his frightened voice, cryptic information about some disappearance and strange whispers in the background you board a train without hesitation. From now on your adventure has just begun and soon you will realize that although no one is there, you are not alone...",2002-06-19 00:00:00.000,6,NULL,62.0000,2,77.8612,9
133138,51402,Prince of Qin,"Fusu, the Crown Prince of the Qin Empire, is ordered to commit suicide according to an imperial decree by his father, the First Emperor. General Meng Tian suspects something is wrong with the order and stops Fusu. Fusu flees from Shangjun with Meng Tian's help and arrives in the nearby Zhaocun Village. He makes a long and perilous journey back to the capital, Xianyang, to uncover the truth. Fusu is shocked to hear that his father had died and that his youngest brother, Huhai, has ascended the throne as the Second Emperor. He meets his childhood friend, General Huan Feng, and learns that there is something fishy about his father's death. He decides to enter his father's tomb to investigate.",2002-08-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133141,166325,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133187,135736,The Lord of the Rings: The Two Towers,NULL,2002-11-11 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
133551,124974,The Nations: Gold Edition,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134171,4024,MX Superfly,NULL,2002-06-17 00:00:00.000,NULL,NULL,NULL,NULL,32.0000,1
134835,12904,Universal Studios Monsters: Monsterville,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134908,49390,Monster Force,NULL,2002-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134931,49856,Dragon Ball Z: Legendary Super Warriors,NULL,2002-07-30 00:00:00.000,1,NULL,NULL,NULL,69.7693,7
134959,6512,Monster Rancher Advance 2,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135056,78367,Deus Ex: The Conspiracy,NULL,2002-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
135150,51334,Cabela's Ultimate Deer Hunt 2,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135237,4582,Yu-Gi-Oh! The Falsebound Kingdom,NULL,2002-12-05 00:00:00.000,2,NULL,46.0000,1,63.0000,1
135268,9120,The Mark of Kri,NULL,2002-07-29 00:00:00.000,6,NULL,70.0000,1,79.8170,7
135362,3907,Eternal Darkness: Sanity's Requiem,"The story of Eternal Darkness takes place over four principal locations which the game skips back and forth between. They include an underground temple complex called the Forbidden City, in Persia; a Khmer temple in Angkor Thom, Cambodia; Oublié Cathedral in Amiens, France (not to be confused with Amiens Cathedral); and the Roivas Family Estate in Rhode Island, which also leads to an ancient underground city named Ehn'gha beneath the mansion. Each time a location is visited, it is done so in a different time period. Spanning from 26 BC to 2000 AD. Almost half of which take place in the 20th century. Each different era and character offers a different periodic and personal perspective on the location.

The chapters found in the game are not discovered in chronological order. Instead, to make the narrative more dramatic, each chapter jumps around the timeline of the plot. However, despite the overall story skipping back and forth through time, the chapters do follow chronological order within their respective locations. This is because each setting also has its own contained story.

In 2000 AD, Alexandra Roivas finds herself returning to her family's estate in Rhode Island after her grandfather, Edward Roivas, her only living relative, is found brutally murdered. Two weeks after returning, with the local police having gotten nowhere with the investigation, Alex decides to investigate the mansion for clues, and stumbles upon a secret room containing a book bound with human skin called the Tome of Eternal Darkness. Deciding to read it, she finds it contains accounts of various people in the past, beginning with the story of Pious Augustus.",2002-06-23 00:00:00.000,27,NULL,90.0000,2,81.2587,50
135480,170012,Ice Climber-e,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135679,5975,Otogi: Myth of Demons,NULL,2002-12-12 00:00:00.000,1,NULL,77.0000,2,NULL,NULL
135802,43296,Monopoly Party!,NULL,2002-12-11 00:00:00.000,NULL,NULL,NULL,NULL,46.3289,0
136184,18037,Ever17: The Out of Infinity,"The game follows Takeshi Kuranari and a boy with amnesia who is referred to as ""the Kid"", who are trapped inside an underwater theme park together with a group of other people after a leak has flooded parts of the park; they cannot contact people on the surface, and due to high water pressure, the park is estimated to implode after 119 hours. The gameplay consists of the player reading the game's story, at certain points making choices that affect its direction, leading to one of several possible endings.",2002-08-29 00:00:00.000,8,NULL,NULL,NULL,83.1817,22
136481,140700,Pink Panther: Pinkadelic Pursuit,"One Christmas day, Pink Panther is heading toward the mansion of his late uncle. It is said that there is a treasure hidden somewhere in the mansion. As the inheritor of the mansion, Pink set out to find the treasure as soon as he steps into the mansion. He soon finds out that the treasure is locked inside a safe; the keys of which can be obtained by exploring the ""rooms"" (probably the places/enemies that Uncle Pink previously explored/defeated) in the mansion. Now it up to Pink Panther to retrieve all the keys to the treasure!",2002-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136764,6484,Justice League: Injustice for All,NULL,2002-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137091,11807,.hack//Infection,"The game opens with an excerpt from Emma Wielant's Epitaph of Twilight and is followed by a name input screen. This is where the user name and the character name are entered. For consistency's sake, the main character will be referred to as Kite, the default name for the character. 
 
Kite has been invited by his friend, Yasuhiko, to play The World. While Yasuhiko, known as the legendary player Orca, shows Kite the ropes, the two encounter Aura. Just as Aura is about to entrust Orca with the Book of Twilight, Skeith attacks. Orca tries to defend himself and Kite but is no match for Skeith and ends up being Data Drained. Just as Skeith is about to do the same to Kite, someone distracts Skeith and transports Kite to Net Slum. There, the Book of Twilight is added to his inventory. It was at this time that The World's servers crashed.",2002-06-20 00:00:00.000,8,NULL,NULL,NULL,75.1986,14
137376,6298,Ace Lightning,NULL,2002-10-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
137608,63703,Densha de GO! Professional 2,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138044,147882,Pixeline: og Kong Gulerod,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138216,72858,Melty Blood,NULL,2002-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138519,3963,Kelly Slater's Pro Surfer,NULL,2002-08-21 00:00:00.000,NULL,NULL,NULL,NULL,62.0000,2
138523,8267,Stuntman,NULL,2002-06-23 00:00:00.000,3,NULL,76.6667,3,60.1691,9
138542,23792,Disney's Lilo & Stitch: Trouble in Paradise,NULL,2002-06-14 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
138543,19212,Disney Golf,NULL,2002-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138735,145553,Tir-nan-óg III,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138786,25911,Disney's Stitch: Experiment 626,"The game takes place before the Lilo & Stitch film begins, showing the massive space universe only hinted at in the movie. The player controls Stitch, using his powers to the fullest: climbing walls and ceilings, dashing with amazing speed, shooting up to four weapons at once (one in each hand), flying with the jetpack, and swinging using the grapple gun. The game features some of the film's memorable characters, including Jumba Jookiba and Gantu, along with new characters including Dr. Habbitrale and Experiment 621 (""Chopsuey"" according to franchise finale film Leroy & Stitch).",2002-06-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138928,50245,Project Nomads,NULL,2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139001,4577,X-Men: Next Dimension,NULL,2002-10-15 00:00:00.000,1,NULL,30.0000,1,58.0995,6
139213,49185,DemiKids: Light Version,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139318,22060,Grand Prix 4,NULL,2002-06-21 00:00:00.000,1,2,100.0000,1,NULL,NULL
139453,178221,Boku Yume No Tatsujin,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139728,72670,Tokimeki Memorial Girl's Side,NULL,2002-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139772,926,Unreal Tournament 2003,NULL,2002-10-01 00:00:00.000,34,NULL,NULL,NULL,84.1250,95
139930,1470,Kururin Paradise,NULL,2002-12-06 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
139983,3832,Bomberman Generation,NULL,2002-06-03 00:00:00.000,NULL,NULL,NULL,NULL,69.1721,5
140085,18056,Breath of Fire: Dragon Quarter,NULL,2002-11-14 00:00:00.000,5,NULL,NULL,NULL,86.8110,12
140116,11380,Cultures 2: The Gates of Asgard,NULL,2002-08-26 00:00:00.000,NULL,NULL,62.5000,2,NULL,NULL
140264,78642,Konami Collector's Series: Castlevania & Contra,NULL,2002-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140291,7625,Nancy Drew: Secret of the Scarlet Hand,NULL,2002-08-12 00:00:00.000,NULL,NULL,NULL,NULL,66.1230,10
140296,324,Age of Mythology,"Like many other real-time strategy games, Age of Mythology is based on defeating enemy units and towns, building your own units and towns, and training villagers and fighters. In this way, players are able to defeat and conquer rival towns and civilizations. Players advance their tribe through four ""Ages"": starting in the Archaic Age, the player may upgrade to the Classical Age, the Heroic Age, and finally, the Mythic Age. Each upgrade to a higher Age unlocks new units and technologies for the player, which strengthens their settlement. However, upgrading requires a sum of resources to be paid and a certain prerequisite building to be constructed. 
 
There are three playable cultures in Age of Mythology: the Greeks, Egyptians, and Norse. Each culture has three ""major gods""—important deities such as Ra, Zeus, or Odin. The player chooses their major god before the game begins. Every time a player advances to the next age, a ""minor god"" is selected. Minor gods are slightly less significant historically than their major counterparts. Some minor gods include Bast and Aphrodite. All gods grant the player unique technologies, myth units, and a unique ""god power""—A one-time special ability that can either damage an opponent, or benefit the player that uses it.",2002-10-30 00:00:00.000,135,NULL,75.6667,3,81.8604,340
140357,43644,Fighter Maker 2,NULL,2002-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140368,13785,Spells of Gold,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
140384,65166,Captain Tsubasa: Ougon Sedai no Chousen,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140399,1105,Metroid Prime,NULL,2002-11-17 00:00:00.000,247,NULL,95.0000,4,92.1648,555
140423,63138,Sexy Hiking,NULL,2002-12-31 00:00:00.000,7,NULL,NULL,NULL,NULL,NULL
140428,5811,Deathrow,NULL,2002-10-18 00:00:00.000,1,NULL,92.0000,1,NULL,NULL
140539,11672,Yu-Gi-Oh! The Eternal Duelist Soul,NULL,2002-10-15 00:00:00.000,2,NULL,NULL,NULL,71.7078,8
140555,49314,Army Men: Turf Wars,NULL,2002-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140624,49329,Matchbox: Cross Town Heroes,NULL,2002-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140676,22063,Sudden Strike 2,NULL,2002-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
141117,3807,Beyblade: Super Tournament Battle,"In the game the player creates a blader and their own Beyblade and competes in a Beybalde tournament to become the best Blader. While Kai is the main character in the game with your Blader, Tyson and Ray are in supporting roles.",2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141126,43303,Tokyo Road Race,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141676,4192,Swingerz Golf,NULL,2002-10-23 00:00:00.000,NULL,NULL,NULL,NULL,45.0000,1
141724,19884,DemiKids: Dark Version,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141759,44913,Super Shot Soccer,NULL,2002-07-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142275,67650,Mini Golf Master 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142595,5134,Rygar: The Legendary Adventure,NULL,2002-11-12 00:00:00.000,1,NULL,80.0000,2,70.0478,5
142621,1322,Ty the Tasmanian Tiger,"G'day mate! Things can be a bit confusing at times, so let me remind you what's going on... 
You are TY, the last of the Tasmanian Tigers. Raised by a family of Bilbies, you can only vaguely recall your real parents. You've always thought that all the other Tassie Tigers died a long time ago. 
 
But then the Bunyip Elder found you, and told you that your family is alive, but trapped in the Dreaming. Now hold your horses... don't get upset... you see they're not stuck there forever, if you're up for a bit of an adventure! 
You see, deep in the Outback, there's this kind of glowy portal thing that is a doorway to the Dreaming. And around that portal there are some carvings in the rock, where five ancient mystical Talismans used to lay. Now, all you have to do is find the five Talismans, put them in the carvings, and the portal to Dreaming will open! 
 
Now, before you go off like a frog in a sock, there's just this one SMALL problem. You see there's this evil cassowary - Boss Cass - who's also after the Talismans. Yes. THAT Boss Cass. The one that trapped your family in the Dreaming in the first place, and told the school board to remove all the meat pies from the tuck shops. And if you didn't think that made him enough of a megalomaniac, he's ALSO trapped a whole bunch of your Bilby mates in cages all across the outback... something about overdue library books... Anyways, if you want to open the portal, you'll have to beat him and his henchmen to the Talismans! 
 
Don't worry though, you won't be alone! You'll have a bunch of friends to help you along the way, including me - your old mate, Maurie. Now let's get down to brass tacks, find those Talismans, and rescue your family!",2002-10-09 00:00:00.000,8,NULL,60.0000,2,79.5431,17
142711,44714,Legion: Legend of Excalibur,NULL,2002-07-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143002,18327,ZanZarah: The Hidden Portal,NULL,2002-12-18 00:00:00.000,3,NULL,NULL,NULL,77.3507,9
143035,13894,Time Crisis 3,NULL,2002-12-31 00:00:00.000,3,NULL,80.0000,1,66.1810,13
143173,43635,Lupin the 3rd: Treasure of the Sorcerer King,NULL,2002-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143271,27155,Touhou Koumakyou: The Embodiment of Scarlet Devil,"During a peaceful summer in Gensokyo, an unnatural scarlet mist appears without warning and covers much of the land. It is strong enough to block out the sun, causing the affected areas to become dark and cold. Reimu Hakurei, a shrine maiden working at the Hakurei Shrine, and Marisa Kirisame, a magician, set out to find the source of the mist. Their search will lead them to the Scarlet Devil Mansion and to its eccentric owners...",2002-08-11 00:00:00.000,3,NULL,NULL,NULL,79.9391,25
143374,11381,Cultures: Northland,NULL,2002-10-01 00:00:00.000,1,NULL,NULL,NULL,80.0000,3
143703,19795,Knight Online,NULL,2002-07-15 00:00:00.000,1,NULL,20.0000,1,49.8943,9
144165,331,RollerCoaster Tycoon 2,NULL,2002-10-15 00:00:00.000,50,NULL,60.0000,2,82.6776,119
144363,70495,Operation Blockade,"During World War II, the Saruvian Empire invades and conquers the entire mainland of the United Sovereign Territories and only the southernmost island of Johnstown is free. The UST is able to build a small fort on a deserted island between the two nations though and use it to harass enemy supply lines. The UST is a fictional nation standing in for the United States, using all US weapons and medals. The Saruvian Empire is a fictional nation standing in for Germany, using all World War II era German weapons, uniforms, names, and political terms.",2002-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144382,70442,Dinotopia: Game Land Activity Center,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144985,6478,Jimmy Neutron vs. Jimmy Negatron,NULL,2002-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145067,45007,Gundam Battle Assault 2,NULL,2002-07-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
145177,1133,Castlevania: Harmony of Dissonance,"Juste meets Maxim at a castle where Lydie is being held captive; after a brief talk, he leaves Maxim outside and begins to explore the castle. Within the castle, Juste encounters Death, who confirms that the castle is Dracula's. He then meets up with a dazed Maxim, whose memory is slowly returning to him, and they split up to cover more ground. While trekking through the castle, Juste notices that the castle sometimes has different atmospheres. He continues to encounter Maxim, but is baffled by how his friend seems to change personalities periodically. Regardless, in one of their meetings, Maxim reveals that he went on a journey to find and destroy the remains of Dracula, something Simon Belmont had previously done, but when he collected all six, his memory went blank.

Juste encounters Death again, who explains that the castle has been split in two ""layers"" to accommodate the two spirits living in Maxim's body: his original spirit and an evil one created from Dracula's remains and his suppressed jealousy of Juste. Maxim later confirms this and admits to being Lydie's kidnapper. Juste meets his friend again in the other layer of the castle where he reveals that he lost his memory to protect Lydie. He then gives Juste his bracelet to help him locate her in the castle. However, when Juste finds her, Death kidnaps her to use her blood as a means to unite the two castles by destroying Maxim's spirit. Juste defeats Death, and proceeds to search for Maxim. Along the way, he accumulates Dracula's remains, which are scattered throughout the castle. In the center of the castle, he finds Maxim with an unconscious Lydie.

Three endings exist. In the first, Maxim, possessed, has already bitten Lydie. With Maxim's defeat, Juste escapes the collapsing castle alone and curses his inability to save either friend. In the second, Maxim struggles against the possession and urges Juste to kill him. In his final moments, he thanks Juste for killing him and reveals that he had wished to save him from his fate as a Belmont. Outside the castle, Lydie awakens, unharmed, and tells Juste not to blame himself for Maxim's death. The third ending begins the same as the first, except that, during the fight, Maxim notices that Juste wore his bracelet and resists the possession. Dracula flees into a weakened form using the gathered remains and fights Juste, planning to use his blood to return himself to full power. Vanquishing him, Juste escapes the castle together with Maxim and Lydie, whose bite marks disappear by the time she regains consciousness. Outside the castle, the three resolve to return home.",2002-06-06 00:00:00.000,14,NULL,NULL,NULL,75.6467,61
145303,81497,Game & Watch Gallery 4,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145565,18951,Star Wars: Episode II – Attack of the Clones,NULL,2002-05-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
146155,94591,Auryn Quest,NULL,2002-06-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
146241,3941,Harry Potter and the Chamber of Secrets,"The plot follows Harry's second year at Hogwarts School of Witchcraft and Wizardry, during which a series of messages on the walls of the school's corridors warn that the Chamber of Secrets has been opened and that the heir of Slytherin would kill all pupils who do not come from all-magical families.",2002-11-08 00:00:00.000,59,NULL,NULL,NULL,72.8833,199
146405,4583,Zapper: One Wicked Cricket!,"uring a squabble over television, Zapper tries to use his brother Zipper (a grub) as a substitute TV antenna. Zipper is snatched away by an infamous thieving magpie, Maggie, who leaves an egg at the scene of the crime. Unfortunately, much to his dismay, Zapper sets off and determines to rescue his brother and turn Maggie into a jailbird. At the end of the game, Zapper gets Zipper back after defeating Maggie, and finally sets him up as a substitute TV antenna, just in time to watch TV by himself.",2002-10-09 00:00:00.000,NULL,NULL,50.0000,2,NULL,NULL
146506,162619,Operation Flashpoint: Game of the Year Edition,"Operation Flashpoint, the tactical military combat simulation, is a complex war game. Unprecedented freedom of action integrates squad command, piloting of any vehicle and strategic decision-making, to an immersive effect.

Penetrating ever deeper into million-selling Operation Flashpoint: Cold War Crisis territory, comes Operation Flashpoint: Game of the Year Edition. Now raw recruits to the Flashpoint taskforce can lock and load for the impending conflict with just one complete package.

The award-winning game is fully loaded with every upgrade, add-on and expansion, including all vehicles, weapons and extra campaigns released to date.

As close to war as you ever want to get. Stealth, tactics or all-out assault - deliver liberation in Campaign, Single Mission or Multiplay modes. Take command of a squad - or just cover your own back. Stay alive and be victorious.",2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146781,4003,Men in Black II: Alien Escape,NULL,2002-06-27 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,2
146797,78017,The Flintstones in Viva Rock Vegas,NULL,2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146829,186462,Ganbare Goemon: Dosukoi! Harite Ichiban,"The Goemon's companion, Yae, has joined with ""Hearts"", go said to be hidden ""Zubari"" calling ""The Caves of the Heart"", but the cave was submerged. So Yae's new technique ""Martial arts change technique"" comes in!",2002-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146833,186463,Ganbare Goemon: Hijutsu! Sansuu Juku,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147011,121606,Stuart Little 2,NULL,2002-07-17 00:00:00.000,NULL,NULL,NULL,NULL,48.4306,7
147030,6039,Sega GT 2002,NULL,2002-09-03 00:00:00.000,NULL,NULL,NULL,NULL,68.4081,7
147048,4573,WWE WrestleMania X8,NULL,2002-06-09 00:00:00.000,2,NULL,NULL,NULL,62.0000,4
147099,43938,Aces of the Air,NULL,2002-10-26 00:00:00.000,NULL,NULL,36.0000,1,NULL,NULL
147100,43931,All Star Racing,NULL,2002-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147170,13901,Ninja Assault,"Once upon a time, in feudal Japan, a seemingly endless war had broken out. And now, the demon shogun Kigai has kidnapped Princess Koto as a sacrifice for his resurrection. But two ninja (named Guren and Gunjo) have arrived as humanity's last hope. Together they travel the demon-infested country to find Kigai, stop him from sacrificing Princess Koto, and save her at all costs. And thus a new war had spawned, humanity versus the demon race.",2002-09-09 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
147220,6647,Urban Yeti!,NULL,2002-08-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147337,6212,Total Immersion Racing,NULL,2002-11-01 00:00:00.000,1,NULL,NULL,NULL,71.3667,9
147358,1863,The Sum of All Fears,NULL,2002-05-31 00:00:00.000,NULL,NULL,60.0000,2,70.0000,4
147553,6195,The Terminator: Dawn of Fate,NULL,2002-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147558,602,Arx Fatalis,NULL,2002-06-28 00:00:00.000,13,NULL,77.5000,3,78.3075,42
